URL,Domain,label,URLLength,DomainLength,IsDomainIP,IsHTTPS,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,CharContinuationRate,URLCharProb,TLDLegitimateProb,LineOfCode,LargestLineLength,HasTitle,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef
https://www.ix.br,www.ix.br,1,16,9,0,1,2,1,0,0,0.0,3,0.188,0,0.0,0,0,0,1,0.062,1.0,0.029916795,0.0094423,577,261,1,100.0,100.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,12,5,6,29,8,45
https://faturamentolulzaboleto.com/?gclid=eaiaiqobchmipk21vrxz_qivzhjmch2rqqb3eaayasaaegjuu_d_bwe,faturamentolulzaboleto.com,0,97,26,0,1,3,0,0,0,0.0,78,0.804,4,0.041,1,1,0,5,0.072,1.0,0.045971231,0.5229071,242,275,1,0.0,100.0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,3,4,0,0,1
http://www.cdimprintpr.com,www.cdimprintpr.com,0,25,19,0,0,3,1,0,0,0.0,13,0.52,0,0.0,0,0,0,1,0.04,1.0,0.057939332,0.5229071,9,78,1,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
https://www.tawseelgroup.com,www.tawseelgroup.com,1,27,20,0,1,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1.0,0.060700687,0.5229071,731,4891,1,100.0,100.0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,40,4,3,0,0,42
https://www.learning-genie.com,www.learning-genie.com,1,29,22,0,1,3,1,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,0.642857143,0.065740596,0.5229071,2857,28745,1,100.0,100.0,0,0,0,0,0,0,1,4,0,1,1,1,0,0,1,0,1,26,11,17,41,0,61
http://www.123jjyy.com,www.123jjyy.com,0,22,15,0,0,3,1,0,0,0.0,7,0.318,3,0.136,0,0,0,1,0.045,1.0,0.028093997,0.5229071,9,37,1,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.onedrivenet.xyz,www.onedrivenet.xyz,0,25,19,0,0,3,1,0,0,0.0,13,0.52,0,0.0,0,0,0,1,0.04,1.0,0.055762143,0.0017496,2,33,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gsund-nuernberg.de/?de34e12d4dfba1416e3bce1b846b1be2/,gsund-nuernberg.de,0,60,18,0,0,2,0,0,0,0.0,32,0.533,16,0.267,0,1,0,4,0.083,0.666666667,0.034786368,0.0326503,27,71,1,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.artchateau.com,www.artchateau.com,1,25,18,0,1,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1.0,0.067504207,0.5229071,5113,577,1,100.0,100.0,1,1,1,0,0,1,1,57,1,1,1,0,0,0,0,0,1,94,13,8,151,16,237
https://www.code.fb.com,www.code.fb.com,1,22,15,0,1,3,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,0.714285714,0.063458222,0.5229071,1071,9381,1,0.0,0.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,25,0,7,1,0,92
https://bafybeibwkkknnhzghwy5mfvqcacrtrag7mpejfzxbteify35n636ck6fem.ipfs.cf-ipfs.com//koomxx.html,bafybeibwkkknnhzghwy5mfvqcacrtrag7mpejfzxbteify35n636ck6fem.ipfs.cf-ipfs.com,0,97,76,0,1,3,2,0,0,0.0,74,0.763,8,0.082,0,0,0,7,0.072,0.333333333,0.037971788,0.5229071,200,2409,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,6,0,0,3
http://dpgateway.ink/,dpgateway.ink,0,21,13,0,0,3,0,0,0,0.0,12,0.571,0,0.0,0,0,0,2,0.095,1.0,0.046023078,4.67e-05,4,46,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://login-page-100494.weeblysite.com/,login-page-100494.weeblysite.com,0,40,32,0,1,3,1,0,0,0.0,22,0.55,6,0.15,0,0,0,4,0.1,0.607142857,0.046301789,0.5229071,68,80,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://www.authorljshen.com,www.authorljshen.com,1,27,20,0,1,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1.0,0.057649649,0.5229071,952,9381,1,100.0,100.0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,21,28,38,53,0,57
http://www.clockpunchposition.com,www.clockpunchposition.com,0,32,26,0,0,3,1,0,0,0.0,20,0.625,0,0.0,0,0,0,1,0.031,1.0,0.060884216,0.5229071,2,42,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.bmsgear.com,www.bmsgear.com,1,22,15,0,1,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1.0,0.064084919,0.5229071,539,1915,1,100.0,100.0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,21,14,11,77,1,81
https://www.ram-wan.net,www.ram-wan.net,1,22,15,0,1,3,1,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,0.571428571,0.062804178,0.0384199,170,1746,1,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,17,31,0,34
https://visapreppaidproccess4.web.app/,visapreppaidproccess4.web.app,0,38,29,0,1,3,1,0,0,0.0,26,0.684,1,0.026,0,0,0,3,0.079,0.88,0.052012939,0.001502,26,176,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://royalllmaiiiilll.weebly.com/,royalllmaiiiilll.weebly.com,0,35,27,0,1,3,1,0,0,0.0,25,0.714,0,0.0,0,0,0,2,0.057,0.739130435,0.056772829,0.5229071,129,368,1,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0
http://www.banner-counter.com,www.banner-counter.com,0,28,22,0,0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,2,0.071,0.571428571,0.067844755,0.5229071,40,139,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
http://gtzqwjpaau.thinkathon.build/vnafvra97w/?q=3717065149&id=100,gtzqwjpaau.thinkathon.build,0,66,27,0,0,5,1,0,0,0.0,36,0.545,15,0.227,2,1,0,5,0.121,0.523809524,0.029353085,1.85e-05,2,74,0,0.0,1.960784314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.holisticbirthandbeyond.com,www.holisticbirthandbeyond.com,1,37,30,0,1,3,1,0,0,0.0,24,0.649,0,0.0,0,0,0,1,0.027,1.0,0.056945199,0.5229071,3507,2377,1,100.0,100.0,0,0,1,0,0,1,0,5,0,1,0,1,1,0,1,0,1,31,35,15,56,0,16
https://rotf.lol/4etrhrc7,rotf.lol,0,24,8,0,1,3,0,0,0,0.0,13,0.542,1,0.042,0,0,0,2,0.083,1.0,0.056349972,3.33e-05,13,157,1,0.0,91.66666667,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
https://www.gearjunkies.com,www.gearjunkies.com,1,26,19,0,1,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1.0,0.058165897,0.5229071,1216,9381,1,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,49,15,26,175,1,176
http://www.gulf-builders.com,www.gulf-builders.com,0,28,21,0,0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,2,0.071,0.692307692,0.050193624,0.5229071,9,80,1,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
http://www.pop.usapappers.com,www.pop.usapappers.com,0,28,22,0,0,3,2,0,0,0.0,15,0.536,0,0.0,0,0,0,2,0.071,0.785714286,0.057345437,0.5229071,2,37,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.mobinautica.com,www.mobinautica.com,1,26,19,0,1,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1.0,0.066848143,0.5229071,5275,20002,1,100.0,100.0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,79,4,9,0,0,45
http://saksfifthavenue.top,saksfifthavenue.top,0,25,19,0,0,3,0,0,0,0.0,17,0.68,0,0.0,0,0,0,1,0.04,1.0,0.052871392,0.0002752,9,50,1,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://storageapi.fleek.co/b91c922e-7486-43a2-973a-c3777ad765ee-bucket/now%20meerenn.html,storageapi.fleek.co,0,89,19,0,1,2,1,1,3,0.034,46,0.517,24,0.27,0,0,1,10,0.124,0.6875,0.041685813,0.0059772,365,144620,1,0.0,0.0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,2,9,1,6,3
http://bit.ly/suppbper,bit.ly,0,22,6,0,0,2,0,0,0,0.0,13,0.591,0,0.0,0,0,0,2,0.091,1.0,0.041106962,0.0001384,191,153,1,0.0,100.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
https://bafybeid6cpxneq6wpjnfrnff4vtf3acregn754qs7bcns3nddsqo2xwxoe.ipfs.dweb.link/,bafybeid6cpxneq6wpjnfrnff4vtf3acregn754qs7bcns3nddsqo2xwxoe.ipfs.dweb.link,0,83,74,0,1,4,2,0,0,0.0,61,0.735,10,0.12,0,0,0,4,0.048,0.188405797,0.036326368,0.0003306,324,17585,1,0.0,0.0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,2,0,0,3
https://bancaenlineaa.pramirez1416.repl.co/,bancaenlineaa.pramirez1416.repl.co,0,43,34,0,1,2,2,0,0,0.0,27,0.628,4,0.093,0,0,0,4,0.093,0.580645161,0.055829737,0.0059772,337,4336498,1,0.0,0.0,0,0,1,0,0,0,0,3,0,0,1,1,1,1,1,0,1,1,2,0,1,6,0
http://reflectingelegantlocations.mundiriasco.repl.co/,reflectingelegantlocations.mundiriasco.repl.co,0,54,46,0,0,2,2,0,0,0.0,43,0.796,0,0.0,0,0,0,4,0.074,0.627906977,0.063503985,0.0059772,4,89,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
http://www.a.coka.la,www.a.coka.la,0,20,13,0,0,2,2,0,0,0.0,7,0.35,0,0.0,0,0,0,2,0.1,0.833333333,0.068374667,0.0001919,2,29,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.funandsun.com,www.funandsun.com,1,24,17,0,1,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1.0,0.053972398,0.5229071,584,918,1,100.0,100.0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,4,0,4,15,0,79
https://www.watersound.com,www.watersound.com,1,25,18,0,1,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1.0,0.062658298,0.5229071,1428,2017,1,100.0,100.0,1,0,1,0,0,1,0,3,0,1,1,1,0,0,1,0,1,27,8,16,40,0,14
https://www.mrt.com,www.mrt.com,1,18,11,0,1,3,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1.0,0.070817867,0.5229071,1821,16123,1,100.0,100.0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,99,4,16,122,1,37
http://www.officeupdater.com,www.officeupdater.com,0,27,21,0,0,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,1.0,0.060529421,0.5229071,2,36,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.wltv.it,www.wltv.it,1,18,11,0,1,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1.0,0.036602682,0.012178,1588,32259,1,100.0,100.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,88,46,49,182,1,193
https://www.stadiumgo.fr,www.stadiumgo.fr,1,23,16,0,1,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1.0,0.052459153,0.0141483,810,1241,1,100.0,100.0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,57,20,9,30,0,30
https://yasssouadjanclecles.web.app/,yasssouadjanclecles.web.app,0,36,27,0,1,3,1,0,0,0.0,25,0.694,0,0.0,0,0,0,3,0.083,0.869565217,0.054935995,0.001502,108,8125,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
https://www.emu.dk,www.emu.dk,1,17,10,0,1,2,1,0,0,0.0,4,0.235,0,0.0,0,0,0,1,0.059,1.0,0.053319109,0.0022943,594,889,1,100.0,100.0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,11,30,26,65,0,17
https://is.gd/controllo_clientebnl.com,is.gd,0,38,5,0,1,2,0,0,0,0.0,26,0.684,0,0.0,0,0,0,4,0.105,1.0,0.061060936,5.02e-05,14,1375,1,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1
https://www.pianistmagazine.com,www.pianistmagazine.com,1,30,23,0,1,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1.0,0.061459076,0.5229071,1202,378,1,100.0,100.0,1,0,1,0,0,1,0,4,0,1,1,0,0,0,1,0,1,21,2,14,86,2,37
https://fd034291-2c07-44ce-be07-b5062f5759f3.id.repl.co,fd034291-2c07-44ce-be07-b5062f5759f3.id.repl.co,0,55,47,0,1,2,2,0,0,0.0,18,0.327,22,0.4,0,0,0,7,0.127,0.25,0.023991421,0.0059772,198,869,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
https://www.mja.com.au,www.mja.com.au,1,21,14,0,1,2,2,0,0,0.0,7,0.333,0,0.0,0,0,0,2,0.095,0.571428571,0.066767184,0.0100856,1350,1337,1,0.0,0.0,1,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,1,25,2,23,212,7,30
http://www.podzalog39.ru,www.podzalog39.ru,0,23,17,0,0,2,1,0,0,0.0,9,0.391,2,0.087,0,0,0,1,0.043,1.0,0.043761995,0.0180132,9,50,1,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://bisea00bo--biseaabo.repl.co/des/index.php,bisea00bo--biseaabo.repl.co,0,48,27,0,1,2,1,0,0,0.0,31,0.646,2,0.042,0,0,0,7,0.146,0.5,0.055261116,0.0059772,198,869,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
https://www.gpifinancial.com,www.gpifinancial.com,1,27,20,0,1,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1.0,0.059063503,0.5229071,3627,4173,1,100.0,100.0,0,1,1,0,0,1,0,8,0,1,1,1,0,0,1,0,0,34,18,15,166,0,16
http://mail.deliverylifesupport.com/public/cdymmnkalikxc97cqve9xwyisp4fjdpi,mail.deliverylifesupport.com,0,75,28,0,0,3,1,0,0,0.0,60,0.8,4,0.053,0,0,0,4,0.053,0.833333333,0.043698393,0.5229071,13,123,1,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
https://hd94-fc67.web.app/,hd94-fc67.web.app,0,26,17,0,1,3,1,0,0,0.0,10,0.385,4,0.154,0,0,0,4,0.154,0.461538462,0.028524712,0.001502,3,2281,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
http://wwebltkubnetc.1gb.ru/,wwebltkubnetc.1gb.ru,0,27,20,0,0,2,1,0,0,0.0,17,0.63,1,0.037,0,0,0,2,0.074,0.882352941,0.040275595,0.0180132,22,85,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
http://www.kettlekingz.co.uk,www.kettlekingz.co.uk,0,27,21,0,0,2,2,0,0,0.0,14,0.519,0,0.0,0,0,0,2,0.074,0.857142857,0.051794301,0.028555,64,151,1,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,0,1
https://aol-102225.weeblysite.com/,aol-102225.weeblysite.com,0,34,25,0,1,3,1,0,0,0.0,16,0.471,6,0.176,0,0,0,4,0.118,0.80952381,0.045791788,0.5229071,271,19858,1,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,1,0,4
http://www.eidalat.zone,www.eidalat.zone,0,23,16,0,0,4,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,1.0,0.063486661,6.26e-05,12,103,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://onlinequranteaching.com/public/1vqjk0rpxnzwyhfxwnp9jpgqgrqqhlet,onlinequranteaching.com,0,71,23,0,1,3,0,0,0,0.0,57,0.803,3,0.042,0,0,0,3,0.042,1.0,0.03887148,0.5229071,13,115,1,0.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
https://information24.godaddysites.com/,information24.godaddysites.com,0,38,30,0,1,3,1,0,0,0.0,26,0.684,2,0.053,0,0,0,2,0.053,0.576923077,0.057034115,0.5229071,78,15205,1,0.0,0.0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,22,4,6,6,0,3
https://fruihn-czeel-bruield.yolasite.com/,fruihn-czeel-bruield.yolasite.com,0,41,33,0,1,3,1,0,0,0.0,29,0.707,0,0.0,0,0,0,4,0.098,0.310344828,0.056430648,0.5229071,50,89,1,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://www.city.tochigi.lg.jp,www.city.tochigi.lg.jp,1,29,22,0,1,2,3,0,0,0.0,14,0.483,0,0.0,0,0,0,3,0.103,0.533333333,0.049316873,0.0230451,698,3746,1,0.0,0.0,1,0,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,29,3,20,166,1,5
https://amfcusign.web.app/,amfcusign.web.app,0,25,17,0,1,3,1,0,0,0.0,15,0.6,0,0.0,0,0,0,2,0.08,0.769230769,0.048137899,0.001502,108,8125,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
https://www.restfinance.com,www.restfinance.com,1,26,19,0,1,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1.0,0.067276249,0.5229071,1167,14781,1,100.0,100.0,0,1,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,5,5,20,43,0,33
https://www.tag24.com,www.tag24.com,1,20,13,0,1,3,1,0,0,0.0,5,0.25,2,0.1,0,0,0,1,0.05,1.0,0.049023523,0.5229071,1188,859,1,100.0,100.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,1,6,92,0,99
https://www.splittr.io,www.splittr.io,1,21,14,0,1,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1.0,0.052777556,0.0129268,146,703,1,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,22,1,3,1,0,5
https://www.firsttechfed.com,www.firsttechfed.com,1,27,20,0,1,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1.0,0.057265641,0.5229071,1625,4498,1,100.0,100.0,1,0,1,0,0,1,0,3,0,1,1,1,0,1,1,0,1,30,2,10,245,10,16
https://att-mail-103399.square.site/,att-mail-103399.square.site,0,36,27,0,1,4,1,0,0,0.0,17,0.472,6,0.167,0,0,0,5,0.139,0.590909091,0.044965539,0.0017656,271,20103,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,2,0,3
http://unam.myfreesites.net/,unam.myfreesites.net,0,27,20,0,0,3,1,0,0,0.0,18,0.667,0,0.0,0,0,0,2,0.074,0.75,0.060288403,0.0384199,2,36,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.allgirlsallowed.org,www.allgirlsallowed.org,1,30,23,0,1,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1.0,0.057888822,0.0799628,3704,1723,1,100.0,100.0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,11,6,9,50,0,58
https://www.n-fukushi.ac.jp,www.n-fukushi.ac.jp,1,26,19,0,1,2,2,0,0,0.0,11,0.423,0,0.0,0,0,0,3,0.115,0.666666667,0.04134421,0.0230451,1250,257,1,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,63,6,13,115,0,83
https://www.bitmango.com,www.bitmango.com,1,23,16,0,1,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1.0,0.064779225,0.5229071,1325,8159,1,100.0,100.0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,21,40,49,72,1,76
https://www.sn.dk,www.sn.dk,1,16,9,0,1,2,1,0,0,0.0,3,0.188,0,0.0,0,0,0,1,0.062,1.0,0.047779191,0.0022943,1094,9927,1,100.0,100.0,0,1,1,0,0,1,0,2,1,1,1,1,1,0,0,0,1,7,16,24,103,18,98
https://www.ppm-vertrieb.de,www.ppm-vertrieb.de,1,26,19,0,1,2,1,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,0.75,0.049761577,0.0326503,424,496,1,100.0,100.0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,15,8,8,73,0,72
https://www.icicilombard.com,www.icicilombard.com,1,27,20,0,1,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1.0,0.065302807,0.5229071,3009,4274,1,100.0,100.0,1,0,1,1,0,1,6,2,0,1,0,1,0,1,1,0,0,72,7,31,175,25,59
https://banco4345.bancoombia.repl.co/,banco4345.bancoombia.repl.co,0,36,28,0,1,2,2,0,0,0.0,21,0.583,4,0.111,0,0,0,3,0.083,0.6,0.05617957,0.0059772,198,869,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
https://www.lifepharmacy.ie,www.lifepharmacy.ie,1,26,19,0,1,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1.0,0.053521296,0.0015878,2073,26903,1,0.0,0.0,1,1,1,0,0,1,0,6,0,0,1,1,0,0,1,1,1,40,18,14,259,0,288
